,Awards,Awards_Nominated,Awards_Won,BAFTA Film Award Awards_Nominated,Golden Globe Awards_Nominated,Golden Globe Awards_Won,Oscar Awards_Nominated,Oscar Awards_Won,Primetime Emmy Awards_Nominated,Primetime Emmy Awards_Won,Title,Year
7528,Nominated for 4 Primetime Emmys. Another 18 wins & 40 nominations.,40,18,0,0,0,0,0,4,0,Black-ish,2014–
7540,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Shadow,2014
7543,1 win.,0,1,0,0,0,0,0,0,0,Kings of The Wind & Electric Queens,2014
7550,1 win.,0,1,0,0,0,0,0,0,0,The Cavalry,2013–
7559,1 nomination.,1,0,0,0,0,0,0,0,0,Together,2014
7561,Won 2 Golden Globes. Another 3 wins & 3 nominations.,3,3,0,0,2,0,0,0,0,Mozart in the Jungle,2014–
7563,Nominated for 1 Primetime Emmy. Another 4 nominations.,0,0,0,0,0,0,0,0,0,Bosch,2014–
7576,5 wins.,0,5,0,0,0,0,0,0,0,1983,2014
7583,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,See No Evil,2014
7597,1 win.,0,1,0,0,0,0,0,0,0,Stop at Nothing: The Lance Armstrong Story,2014
7621,1 nomination.,1,0,0,0,0,0,0,0,0,Memories,2014
7632,1 nomination.,1,0,0,0,0,0,0,0,0,From Iran; a Separation,2013
7633,2 nominations.,2,0,0,0,0,0,0,0,0,Breaking Ice,2013
7636,1 nomination.,1,0,0,0,0,0,0,0,0,Chirp,2014–
7642,1 win.,0,1,0,0,0,0,0,0,0,Relentless,2013
7652,8 wins.,0,8,0,0,0,0,0,0,0,The Incident,2014
7664,1 nomination.,1,0,0,0,0,0,0,0,0,Adventure,2014
7674,1 nomination.,1,0,0,0,0,0,0,0,0,Ciega a citas,2014
7683,1 nomination.,1,0,0,0,0,0,0,0,0,14 Tagebücher des Ersten Weltkriegs,2014
7688,1 nomination.,1,0,0,0,0,0,0,0,0,Aldnoah.Zero,2014–
7698,3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,Scars of Cambodia,2014
7718,1 win.,0,1,0,0,0,0,0,0,0,Three Times Manon,2014
7724,1 nomination.,1,0,0,0,0,0,0,0,0,Construction,2014
7732,2 nominations.,2,0,0,0,0,0,0,0,0,Mulheres de Abril,2014
7734,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Poka - Heisst Tschüss auf Russisch,2014
7735,1 win.,0,1,0,0,0,0,0,0,0,Diablo III: Reaper of Souls,2014
7736,1 win.,0,1,0,0,0,0,0,0,0,Date Night,2014
7742,1 nomination.,1,0,0,0,0,0,0,0,0,Chicagoland,2014
7751,Won 1 Golden Globe. Another 12 wins & 39 nominations.,39,12,0,0,1,0,0,0,0,Jane the Virgin,2014–
7753,1 win.,0,1,0,0,0,0,0,0,0,Party Time Party Time,2013
7756,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,The High Five,2014
7759,3 wins & 5 nominations.,5,3,0,0,0,0,0,0,0,Cilla,2014
7779,1 win.,0,1,0,0,0,0,0,0,0,One Day of Betty,2014
7790,6 nominations.,6,0,0,0,0,0,0,0,0,Fall,2014
7794,1 win.,0,1,0,0,0,0,0,0,0,Billy Connolly's Big Send Off,2014–
7813,1 nomination.,1,0,0,0,0,0,0,0,0,2014,2014
7814,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Little Brother,2014
7823,2 nominations.,2,0,0,0,0,0,0,0,0,Awaiting Lazarus,2013
7840,1 nomination.,1,0,0,0,0,0,0,0,0,Signed; Sealed; Delivered,2014–
7855,6 wins & 2 nominations.,2,6,0,0,0,0,0,0,0,Once Upon a Time,2014
7886,1 win.,0,1,0,0,0,0,0,0,0,Panic Button,2014
7902,2 nominations.,2,0,0,0,0,0,0,0,0,All Over the Place: Australia,2014–
7907,1 nomination.,1,0,0,0,0,0,0,0,0,Árvore da Vida: Madeira,2013
7923,1 nomination.,1,0,0,0,0,0,0,0,0,Breviário Biltre,2013–
7924,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Fate/stay night: Unlimited Blade Works,2014–
7967,1 win.,0,1,0,0,0,0,0,0,0,Te Amo! Shabbat Shalom,2014
7978,2 nominations.,2,0,0,0,0,0,0,0,0,The Princess and the Magic Mirror,2014
7986,1 win.,0,1,0,0,0,0,0,0,0,All-Star Orchestra,2013–
7989,2 nominations.,2,0,0,0,0,0,0,0,0,Cesar 911,2014–
7994,2 nominations.,2,0,0,0,0,0,0,0,0,Old School,2013
8003,1 nomination.,1,0,0,0,0,0,0,0,0,Rusty Scraps of Metal,2013
8014,1 nomination.,1,0,0,0,0,0,0,0,0,21 Years: Richard Linklater,2014
8028,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Raging Balls of Steel Justice,2013
8053,1 win.,0,1,0,0,0,0,0,0,0,The Game Changer,2014
8056,3 nominations.,3,0,0,0,0,0,0,0,0,Turbulence,2014
8061,1 nomination.,1,0,0,0,0,0,0,0,0,39+1,2014
8066,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Your Inner Fish,2014–
8068,1 win.,0,1,0,0,0,0,0,0,0,Unordinary Journey in an Ordinary Day,2014
8071,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Day 40,2014
8121,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Orphans & Kingdoms,2014
8125,1 nomination.,1,0,0,0,0,0,0,0,0,Cara Fi,2014–
8130,1 nomination.,1,0,0,0,0,0,0,0,0,Ascension,2014
8132,2 wins.,0,2,0,0,0,0,0,0,0,Danny and the Wild Bunch,2014
8133,1 nomination.,1,0,0,0,0,0,0,0,0,Settling,2014
8136,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Black Comedy,2014–
8166,8 nominations.,8,0,0,0,0,0,0,0,0,Além do Horizonte,2013–
8176,3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,Unfriended,2014
8192,15 wins & 6 nominations.,6,5,0,0,0,0,0,0,0,Court,2014
8205,1 nomination.,1,0,0,0,0,0,0,0,0,Bollywood Dreams,2014–
8232,1 nomination.,1,0,0,0,0,0,0,0,0,Pela Boca Morre o Peixe,2014
8259,1 win.,0,1,0,0,0,0,0,0,0,Nighthawks,2014
8265,1 win.,0,1,0,0,0,0,0,0,0,Chip,2014
8288,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Akame ga Kill!,2014–
8320,1 nomination.,1,0,0,0,0,0,0,0,0,A Rainy Day,2013
8333,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Speed Dating,2014
8338,2 nominations.,2,0,0,0,0,0,0,0,0,Asterix and Obelix: Mansion of the Gods,2014
8346,1 nomination.,1,0,0,0,0,0,0,0,0,Maradona '86,2014
8349,1 win.,0,1,0,0,0,0,0,0,0,Sweet Sixteen,2014
8445,2 wins.,0,2,0,0,0,0,0,0,0,Be a Pro,2013
8452,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,In the Turn,2014
8453,4 wins & 7 nominations.,7,4,0,0,0,0,0,0,0,Greece,2014
8474,4 nominations.,4,0,0,0,0,0,0,0,0,Grumpy Cat's Worst Christmas Ever,2014
8478,1 nomination.,1,0,0,0,0,0,0,0,0,Peter De Rome: Grandfather of Gay Porn,2014
8486,5 wins & 11 nominations.,11,5,0,0,0,0,0,0,0,All Hail King Julien,2014–
8516,1 nomination.,1,0,0,0,0,0,0,0,0,Collita pròpia,2014–
8524,1 nomination.,1,0,0,0,0,0,0,0,0,Britain's Whale Hunters: The Untold Story,2014
8529,1 nomination.,1,0,0,0,0,0,0,0,0,Bajo sospecha,2014–
8543,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Murdered by My Boyfriend,2014
8546,1 nomination.,1,0,0,0,0,0,0,0,0,Is That You?,2014
8550,1 nomination.,1,0,0,0,0,0,0,0,0,Dissolution,2014
8552,1 nomination.,1,0,0,0,0,0,0,0,0,Too Late,2014
8567,1 nomination.,1,0,0,0,0,0,0,0,0,The Promotion,2014
8583,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Hamish & Andy's Gap Year South America,2014–
8589,1 win & 14 nominations.,14,1,0,0,0,0,0,0,0,Greed,2014
8623,4 wins & 1 nomination.,1,4,0,0,0,0,0,0,0,What a Wonderful World,2014
8688,5 nominations.,5,0,0,0,0,0,0,0,0,Boogie Oogie,2014
8690,1 nomination.,1,0,0,0,0,0,0,0,0,Bogan Hunters,2014–
8693,3 wins & 1 nomination.,1,3,0,0,0,0,0,0,0,K'na; the Dreamweaver,2014
8728,8 wins & 15 nominations.,15,8,0,0,0,0,0,0,0,Flowers,2014
8736,4 wins & 1 nomination.,1,4,0,0,0,0,0,0,0,100 Things to Do Before High School,2014–2016
8738,4 nominations.,4,0,0,0,0,0,0,0,0,Trophy Wife,2014
8757,1 nomination.,1,0,0,0,0,0,0,0,0,Bad Guys,2014–
8772,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,0,0,0,0,0,0,0,0,Bill Maher: Live from D.C.,2014
8775,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,35 Diwrnod,2014
8779,1 win.,0,1,0,0,0,0,0,0,0,Campus Nightmares,2014–
8781,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,The Price We Pay,2014
8788,1 nomination.,1,0,0,0,0,0,0,0,0,Annaliza,2013–2014
8810,2 nominations.,2,0,0,0,0,0,0,0,0,Fear Thy Neighbor,2014–2016
8821,1 win.,0,1,0,0,0,0,0,0,0,My Big Brother,2014
8823,3 nominations.,3,0,0,0,0,0,0,0,0,Apples From the Desert,2014
8833,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Camping Misadventures,2014
8835,3 nominations.,3,0,0,0,0,0,0,0,0,Confession,2014
8846,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Family Feud,2014–
8864,1 nomination.,1,0,0,0,0,0,0,0,0,Bad Shorts,2014–
8872,1 nomination.,1,0,0,0,0,0,0,0,0,Chance,2014
8941,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Do I Sound Gay?,2014
8942,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Katy Perry: Dark Horse,2014
8947,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,A morte é o único perdão,2014
9033,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,Second Chances,2014
9034,1 win.,0,1,0,0,0,0,0,0,0,Picnic,2014
9037,2 nominations.,2,0,0,0,0,0,0,0,0,2ª Dama,2014–
9038,4 wins & 5 nominations.,5,4,0,0,0,0,0,0,0,Salute! Sun Yat-Sen,2014
9049,1 win.,0,1,0,0,0,0,0,0,0,39 to Go,2014–
9051,1 nomination.,1,0,0,0,0,0,0,0,0,Encounters,2014
9053,3 wins & 7 nominations.,7,3,0,0,0,0,0,0,0,Dora and Friends: Into the City!,2014–
9059,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Da Zhang Fu,2014–
9092,1 nomination.,1,0,0,0,0,0,0,0,0,Best Christmas Party Ever,2014
9108,2 nominations.,2,0,0,0,0,0,0,0,0,Bad Lads,2014–
9111,1 nomination.,1,0,0,0,0,0,0,0,0,Spartans,2014
9124,4 wins & 2 nominations.,2,4,0,0,0,0,0,0,0,13,2014
9136,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,The Henry Ford's Innovation Nation,2014–
9147,1 nomination.,1,0,0,0,0,0,0,0,0,Hunted: The War Against Gays in Russia,2014
9150,2 wins.,0,2,0,0,0,0,0,0,0,Ceux de 14,2014–
9171,1 win.,0,1,0,0,0,0,0,0,0,The Way Things Are,2014
9174,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,America by the Numbers with Maria Hinojosa,2014–
9187,3 nominations.,3,0,0,0,0,0,0,0,0,Bankerot,2014–
9197,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Collapse,2014
9210,6 wins & 5 nominations.,5,6,0,0,0,0,0,0,0,Beiping wu zhan shi,2014–
9225,1 nomination.,1,0,0,0,0,0,0,0,0,Starting Over,2014
9228,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Carmilla,2014–
9260,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,6,1,0,0,0,0,0,1,0,Elf: Buddy's Musical Christmas,2014
9266,1 nomination.,1,0,0,0,0,0,0,0,0,Rock on Bones,2014
9278,1 nomination.,1,0,0,0,0,0,0,0,0,Picture Perfect Pyramid,2014
9287,2 wins.,0,2,0,0,0,0,0,0,0,Grayson Perry: Who Are You?,2014–
9297,1 nomination.,1,0,0,0,0,0,0,0,0,Bee and PuppyCat,2013–
9308,1 nomination.,1,0,0,0,0,0,0,0,0,Changing Minds: The Inside Story,2014–
9311,2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,Da gou gun,2013–
9312,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Angry Birds Stella,2014–
9344,1 nomination.,1,0,0,0,0,0,0,0,0,Buzz Bumble,2014–
9395,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,L'attesa del maggio,2014
9425,1 win.,0,1,0,0,0,0,0,0,0,I Love You,2013
9475,2 nominations.,2,0,0,0,0,0,0,0,0,Beauty,2014
9486,1 nomination.,1,0,0,0,0,0,0,0,0,After School,2013
9507,1 nomination.,1,0,0,0,0,0,0,0,0,Bugged,2014
9514,1 nomination.,1,0,0,0,0,0,0,0,0,Beachwood Charter,2014–
9530,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Twisted,2014
9541,1 nomination.,1,0,0,0,0,0,0,0,0,Little Fish,2014
9544,1 win.,0,1,0,0,0,0,0,0,0,Birth of a Beauty,2014–
9552,2 nominations.,2,0,0,0,0,0,0,0,0,Kan Wakan: Like I Need You,2014
9577,2 nominations.,2,0,0,0,0,0,0,0,0,Biyahe ni Drew,2013–
9580,2 nominations.,2,0,0,0,0,0,0,0,0,Born Impact,2013–
9581,2 nominations.,2,0,0,0,0,0,0,0,0,Alisto!,2013–
9595,1 win & 11 nominations.,11,1,0,0,0,0,0,0,0,Alto Astral,2014–
9657,1 win.,0,1,0,0,0,0,0,0,0,Aftermath,2014
9677,1 nomination.,1,0,0,0,0,0,0,0,0,The American Revolution,2014–
9686,3 nominations.,3,0,0,0,0,0,0,0,0,Robin Thicke: Blurred Lines,2013
9711,1 win.,0,1,0,0,0,0,0,0,0,Missing in Action: The LTC Don Faith Story,2013
9735,1 win.,0,1,0,0,0,0,0,0,0,CBC News: Moncton Shooting,2014–
9739,1 nomination.,1,0,0,0,0,0,0,0,0,100th Canadian Tire National Skating Championships,2014–
9740,1 nomination.,1,0,0,0,0,0,0,0,0,Calgary Stampede,2014–
9742,1 nomination.,1,0,0,0,0,0,0,0,0,Cities in Blue,2013–
9747,1 nomination.,1,0,0,0,0,0,0,0,0,Meghan Trainor: All About That Bass,2014
9750,1 win.,0,1,0,0,0,0,0,0,0,League of Legends: A New Dawn,2014
9783,1 nomination.,1,0,0,0,0,0,0,0,0,Endangered Species,2014–
9784,2 wins.,0,2,0,0,0,0,0,0,0,The Graveyard Shift,2014
9841,1 nomination.,1,0,0,0,0,0,0,0,0,Blaze and the Monster Machines,2014–
9844,1 win.,0,1,0,0,0,0,0,0,0,Bikkels,2013–
9845,1 nomination.,1,0,0,0,0,0,0,0,0,Beestieboys,2014–
9895,4 wins & 7 nominations.,7,4,0,0,0,0,0,0,0,Sara,2014
9917,1 nomination.,1,0,0,0,0,0,0,0,0,Bighorror,2014
9921,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Three Meals a Day,2014–
10003,1 win.,0,1,0,0,0,0,0,0,0,Deux amis,2014
10062,1 nomination.,1,0,0,0,0,0,0,0,0,Uyghurs: Prisoners of the Absurd,2014
10151,1 nomination.,1,0,0,0,0,0,0,0,0,Asso,2014
10184,2 nominations.,2,0,0,0,0,0,0,0,0,Before the War,2014
10239,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,Brave Forward,2014–
10269,1 win.,0,1,0,0,0,0,0,0,0,Final Destination,2013
10323,1 win.,0,1,0,0,0,0,0,0,0,Inuit Cree Reconciliation,2013
10348,1 nomination.,1,0,0,0,0,0,0,0,0,Manon,2014
10356,1 nomination.,1,0,0,0,0,0,0,0,0,Caryl a'r Lleill,2014–
10546,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,1,6,0,0,0,5,0,0,0,It's a Wonderful Life,1946
10550,1 nomination.,1,0,0,0,0,0,0,0,0,Big Trouble in Little China,1986
10551,1 win.,0,1,0,0,0,0,0,0,0,Youngblood,1986
10552,1 win.,0,1,0,0,0,0,0,0,0,Youngblood,1986
10553,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,60,16,0,0,0,0,0,0,18,Star Trek: The Next Generation,1987–1994
10554,Won 7 Primetime Emmys. Another 25 wins & 84 nominations.,84,25,0,0,0,0,0,0,7,Star Trek: Voyager,1995–2001
10555,2 nominations.,2,0,0,0,0,0,0,0,0,Jerry Springer,1991–
10556,Nominated for 2 Oscars. Another 14 wins & 56 nominations.,56,14,0,0,0,2,0,0,0,Spider-Man,2002
10559,4 wins & 2 nominations.,2,4,0,0,0,0,0,0,0,Audition,1999
10560,1 win & 5 nominations.,5,1,0,0,0,0,0,0,0,The Punisher,2004
10561,6 wins & 53 nominations.,53,6,0,0,0,0,0,0,0,Jurassic World,2015
10562,Nominated for 1 BAFTA Film Award. Another 2 wins & 28 nominations.,28,2,1,0,0,0,0,0,0,Ant-Man,2015
10563,3 wins.,0,3,0,0,0,0,0,0,0,The Ultimate Gift,2006
10569,2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,The Bill Engvall Show,2007–
10572,3 nominations.,3,0,0,0,0,0,0,0,0,Goosebumps,2015
10575,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,Green Lantern,2011
10577,1 nomination.,1,0,0,0,0,0,0,0,0,10 Cloverfield Lane,2016
10580,1 win.,0,1,0,0,0,0,0,0,0,Doctor Strange,2016
10586,4 nominations.,4,0,0,0,0,0,0,0,0,Ghostbusters,2016
10590,7 nominations.,7,0,0,0,0,0,0,0,0,Terminator Genisys,2015
10593,2 wins & 6 nominations.,6,2,0,0,0,0,0,0,0,Suicide Squad,2016
10595,4 wins & 11 nominations.,11,4,0,0,0,0,0,0,0,Deadpool,2016
10610,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Independence Day: Resurgence,2016
10614,Nominated for 1 Oscar. Another 8 wins & 28 nominations.,28,8,0,0,0,1,0,0,0,Cinderella,2015
10617,2 nominations.,2,0,0,0,0,0,0,0,0,Trolls,2016
10621,1 nomination.,1,0,0,0,0,0,0,0,0,Mario Lopez: Saved by the Baby,2010–
10622,1 nomination.,1,0,0,0,0,0,0,0,0,Mario Lopez: Saved by the Baby,2010–
10623,1 nomination.,1,0,0,0,0,0,0,0,0,Sausage Party,2016
10626,1 win & 8 nominations.,8,1,0,0,0,0,0,0,0,Lost in Munich,2015
10628,17 wins & 32 nominations.,32,7,0,0,0,0,0,0,0,My Little Pony: Friendship Is Magic,2010–
10635,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Maggie,2015
10636,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,The Human Centipede III (Final Sequence),2015
10639,17 wins & 28 nominations.,28,7,0,0,0,0,0,0,0,The Hunger Games: Mockingjay - Part 2,2015
10640,2 wins & 16 nominations.,16,2,0,0,0,0,0,0,0,Tomorrowland,2015
10641,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,The Neon Demon,2016
10642,Nominated for 1 Golden Globe. Another 5 wins & 39 nominations.,39,5,0,1,0,0,0,0,0,The Good Dinosaur,2015
10643,2 nominations.,2,0,0,0,0,0,0,0,0,The Angry Birds Movie,2016
10644,3 nominations.,3,0,0,0,0,0,0,0,0,Whispers,2015
10645,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Synchronicity,2015
10647,2 nominations.,2,0,0,0,0,0,0,0,0,Attack on Titan: Part 1,2015
10649,Won 1 Oscar. Another 91 wins & 95 nominations.,95,91,0,0,0,0,1,0,0,Inside Out,2015
10651,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,Knight of Cups,2015
10652,5 wins & 10 nominations.,10,5,0,0,0,0,0,0,0,The Final Girls,2015
10653,1 win.,0,1,0,0,0,0,0,0,0,Final Girl,2015
10654,10 nominations.,0,0,0,0,0,0,0,0,0,San Andreas,2015
10657,1 nomination.,1,0,0,0,0,0,0,0,0,Fear Clinic,2015
10658,1 win.,0,1,0,0,0,0,0,0,0,Dudes & Dragons,2015
10665,2 wins & 8 nominations.,8,2,0,0,0,0,0,0,0,Home,2015
10666,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Dark,2015
10669,2 nominations.,2,0,0,0,0,0,0,0,0,Kung Fu Panda 3,2016
10670,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Magic Mike XXL,2015
10673,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Finding Dory,2016
10674,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,The SpongeBob Movie: Sponge Out of Water,2015
10676,Nominated for 1 BAFTA Film Award. Another 1 win & 18 nominations.,18,1,1,0,0,0,0,0,0,Minions,2015
10677,1 nomination.,1,0,0,0,0,0,0,0,0,The 5th Wave,2016
10678,1 nomination.,1,0,0,0,0,0,0,0,0,The Gallows,2015
10679,Nominated for 1 Oscar. Another 9 wins & 18 nominations.,18,9,0,0,0,1,0,0,0,Fifty Shades of Grey,2015
10681,1 win.,0,1,0,0,0,0,0,0,0,Babylon,2015
10684,Won 1 Oscar. Another 7 wins & 29 nominations.,29,7,0,0,0,0,1,0,0,Spectre,2015
10685,Nominated for 3 Oscars. Another 32 wins & 141 nominations.,141,32,0,0,0,3,0,0,0,Brooklyn,2015
10687,2 wins & 18 nominations.,18,2,0,0,0,0,0,0,0,Mission: Impossible - Rogue Nation,2015
10690,5 wins & 41 nominations.,41,5,0,0,0,0,0,0,0,Avengers: Age of Ultron,2015
10692,7 wins & 14 nominations.,14,7,0,0,0,0,0,0,0,The Wolfpack,2015
10694,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Chuck Norris vs. Communism,2015
10696,2 wins & 10 nominations.,10,2,0,0,0,0,0,0,0,I Am Thor,2015
10697,Nominated for 1 Golden Globe. Another 1 win & 44 nominations.,44,1,0,1,0,0,0,0,0,The Peanuts Movie,2015
10699,2 nominations.,2,0,0,0,0,0,0,0,0,Paranormal Activity: The Ghost Dimension,2015
10700,Nominated for 5 Oscars. Another 47 wins & 106 nominations.,106,47,0,0,0,5,0,0,0,Star Wars: The Force Awakens,2015
10701,Won 1 Golden Globe. Another 2 wins & 17 nominations.,17,2,0,0,1,0,0,0,0,Show Me a Hero,2015
10703,1 win & 10 nominations.,10,1,0,0,0,0,0,0,0,Hotel Transylvania 2,2015
10704,1 nomination.,1,0,0,0,0,0,0,0,0,Arrival,2016
10706,2 wins.,0,2,0,0,0,0,0,0,0,Better Half,2015
10707,6 wins & 33 nominations.,33,6,0,0,0,0,0,0,0,Crimson Peak,2015
10708,1 nomination.,1,0,0,0,0,0,0,0,0,The Second Best Exotic Marigold Hotel,2015
10711,2 nominations.,2,0,0,0,0,0,0,0,0,Alice Through the Looking Glass,2016
10713,3 nominations.,3,0,0,0,0,0,0,0,0,Hell or High Water,2016
10720,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Midnight Special,2016
10721,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Me Before You,2016
10722,1 nomination.,1,0,0,0,0,0,0,0,0,Anomalia,2016–
10726,6 wins.,0,6,0,0,0,0,0,0,0,The Debt,2015
10727,1 nomination.,1,0,0,0,0,0,0,0,0,The Boss,2016
10728,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,The Secret Life of Pets,2016
10729,7 nominations.,7,0,0,0,0,0,0,0,0,Everest,2015
10732,2 wins.,0,2,0,0,0,0,0,0,0,Papa Hemingway in Cuba,2015
10734,Won 9 Primetime Emmys. Another 17 wins & 17 nominations.,17,17,0,0,0,0,0,0,9,The People v. O.J. Simpson: American Crime Story,2016–
10735,1 win.,0,1,0,0,0,0,0,0,0,The Killing Fields of Dr. Haing S. Ngor,2015
10736,1 nomination.,1,0,0,0,0,0,0,0,0,Home Sweet Hell,2015
10741,1 win.,0,1,0,0,0,0,0,0,0,Sacrifice,2015
10742,Nominated for 1 Oscar. Another 2 wins & 49 nominations.,49,2,0,0,0,1,0,0,0,Shaun the Sheep Movie,2015
10743,5 nominations.,5,0,0,0,0,0,0,0,0,11.22.63,2016
10745,1 nomination.,1,0,0,0,0,0,0,0,0,Ballers,2015–
10746,1 nomination.,1,0,0,0,0,0,0,0,0,Is This the Real World,2015
10752,2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,Zootopia,2016
10758,1 win & 7 nominations.,7,1,0,0,0,0,0,0,0,Batman v Superman: Dawn of Justice,2016
10762,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Yosemite,2015
